date,year,month,week_number,district,state,total_opd,fever_opd,diarrhea_opd,respiratory_opd,other_opd
2021-09-29,2021,9,39,Dharmapuri,Tamil Nadu,142,46,17,22,57
2021-09-30,2021,9,39,Dharmapuri,Tamil Nadu,96,43,14,14,25
2021-10-01,2021,10,39,Dharmapuri,Tamil Nadu,270,93,52,44,81
2021-10-02,2021,10,39,Dharmapuri,Tamil Nadu,93,33,16,14,30
2021-10-04,2021,10,40,Dharmapuri,Tamil Nadu,222,67,25,23,107
2021-10-05,2021,10,40,Dharmapuri,Tamil Nadu,285,98,49,46,92
2021-10-06,2021,10,40,Dharmapuri,Tamil Nadu,296,97,45,38,116
2021-10-07,2021,10,40,Dharmapuri,Tamil Nadu,188,68,33,24,63
2021-10-08,2021,10,40,Dharmapuri,Tamil Nadu,277,106,41,33,97
2021-10-09,2021,10,40,Dharmapuri,Tamil Nadu,152,47,21,26,58
2021-10-11,2021,10,41,Dharmapuri,Tamil Nadu,208,65,28,25,90
2021-10-12,2021,10,41,Dharmapuri,Tamil Nadu,203,72,20,36,75
2021-10-13,2021,10,41,Dharmapuri,Tamil Nadu,148,53,22,15,58
2021-10-14,2021,10,41,Dharmapuri,Tamil Nadu,236,74,40,37,85
2021-10-15,2021,10,41,Dharmapuri,Tamil Nadu,173,75,27,22,49
2021-10-16,2021,10,41,Dharmapuri,Tamil Nadu,214,66,24,33,91
2021-10-18,2021,10,42,Dharmapuri,Tamil Nadu,189,58,25,27,79
2021-10-19,2021,10,42,Dharmapuri,Tamil Nadu,320,143,60,45,72
2021-10-20,2021,10,42,Dharmapuri,Tamil Nadu,223,83,22,36,82
2021-10-21,2021,10,42,Dharmapuri,Tamil Nadu,143,45,18,16,64
2021-10-22,2021,10,42,Dharmapuri,Tamil Nadu,142,59,18,17,48
2021-10-23,2021,10,42,Dharmapuri,Tamil Nadu,133,48,20,23,42
2021-10-25,2021,10,43,Dharmapuri,Tamil Nadu,142,60,18,16,48
2021-10-26,2021,10,43,Dharmapuri,Tamil Nadu,236,103,29,32,72
2021-10-27,2021,10,43,Dharmapuri,Tamil Nadu,172,59,24,24,65
2021-10-28,2021,10,43,Dharmapuri,Tamil Nadu,324,105,59,41,119
2021-10-29,2021,10,43,Dharmapuri,Tamil Nadu,193,79,21,21,72
2021-10-30,2021,10,43,Dharmapuri,Tamil Nadu,89,35,11,12,31
2021-11-01,2021,11,44,Dharmapuri,Tamil Nadu,217,72,25,32,88
2021-11-02,2021,11,44,Dharmapuri,Tamil Nadu,205,69,29,34,73
2021-11-03,2021,11,44,Dharmapuri,Tamil Nadu,188,59,18,21,90
2021-11-04,2021,11,44,Dharmapuri,Tamil Nadu,140,49,19,19,53
2021-11-05,2021,11,44,Dharmapuri,Tamil Nadu,176,70,26,28,52
2021-11-06,2021,11,44,Dharmapuri,Tamil Nadu,79,31,11,11,26
2021-11-08,2021,11,45,Dharmapuri,Tamil Nadu,273,90,32,30,121
2021-11-09,2021,11,45,Dharmapuri,Tamil Nadu,271,119,50,48,54
2021-11-10,2021,11,45,Dharmapuri,Tamil Nadu,213,83,22,36,72
2021-11-11,2021,11,45,Dharmapuri,Tamil Nadu,211,83,22,37,69
2021-11-12,2021,11,45,Dharmapuri,Tamil Nadu,193,68,31,28,66
2021-11-13,2021,11,45,Dharmapuri,Tamil Nadu,140,50,25,22,43
2021-11-15,2021,11,46,Dharmapuri,Tamil Nadu,245,84,45,27,89
2021-11-16,2021,11,46,Dharmapuri,Tamil Nadu,196,78,36,32,50
2021-11-17,2021,11,46,Dharmapuri,Tamil Nadu,174,67,30,18,59
2021-11-18,2021,11,46,Dharmapuri,Tamil Nadu,267,109,42,31,85
2021-11-19,2021,11,46,Dharmapuri,Tamil Nadu,233,87,38,23,85
2021-11-20,2021,11,46,Dharmapuri,Tamil Nadu,138,58,20,16,44
2021-11-22,2021,11,47,Dharmapuri,Tamil Nadu,244,93,31,36,84
2021-11-23,2021,11,47,Dharmapuri,Tamil Nadu,265,97,47,26,95
2021-11-24,2021,11,47,Dharmapuri,Tamil Nadu,303,113,47,53,90
2021-11-25,2021,11,47,Dharmapuri,Tamil Nadu,172,69,24,18,61
2021-11-26,2021,11,47,Dharmapuri,Tamil Nadu,242,77,31,36,98
2021-11-27,2021,11,47,Dharmapuri,Tamil Nadu,91,35,16,11,29
2021-11-29,2021,11,48,Dharmapuri,Tamil Nadu,363,113,55,42,153
2021-11-30,2021,11,48,Dharmapuri,Tamil Nadu,326,121,64,57,84
2021-12-01,2021,12,48,Dharmapuri,Tamil Nadu,315,95,51,50,119
2021-12-02,2021,12,48,Dharmapuri,Tamil Nadu,286,98,55,42,91
2021-12-03,2021,12,48,Dharmapuri,Tamil Nadu,251,97,35,34,85
2021-12-04,2021,12,48,Dharmapuri,Tamil Nadu,214,71,21,26,96
2021-12-06,2021,12,49,Dharmapuri,Tamil Nadu,198,83,20,32,63
2021-12-07,2021,12,49,Dharmapuri,Tamil Nadu,156,64,22,26,44
2021-12-08,2021,12,49,Dharmapuri,Tamil Nadu,328,138,45,43,102
2021-12-09,2021,12,49,Dharmapuri,Tamil Nadu,136,42,17,14,63
2021-12-10,2021,12,49,Dharmapuri,Tamil Nadu,364,110,47,63,144
2021-12-11,2021,12,49,Dharmapuri,Tamil Nadu,180,61,32,23,64
2021-12-13,2021,12,50,Dharmapuri,Tamil Nadu,160,49,24,26,61
2021-12-14,2021,12,50,Dharmapuri,Tamil Nadu,256,106,32,43,75
2021-12-15,2021,12,50,Dharmapuri,Tamil Nadu,211,91,30,26,64
2021-12-16,2021,12,50,Dharmapuri,Tamil Nadu,163,71,20,26,46
2021-12-17,2021,12,50,Dharmapuri,Tamil Nadu,141,49,26,22,44
2021-12-18,2021,12,50,Dharmapuri,Tamil Nadu,183,75,20,32,56
2021-12-20,2021,12,51,Dharmapuri,Tamil Nadu,275,86,45,38,106
2021-12-21,2021,12,51,Dharmapuri,Tamil Nadu,184,81,27,31,45
2021-12-22,2021,12,51,Dharmapuri,Tamil Nadu,285,87,43,50,105
2021-12-23,2021,12,51,Dharmapuri,Tamil Nadu,247,93,28,37,89
2021-12-24,2021,12,51,Dharmapuri,Tamil Nadu,251,100,38,38,75
2021-12-25,2021,12,51,Dharmapuri,Tamil Nadu,118,38,12,19,49
2021-12-27,2021,12,52,Dharmapuri,Tamil Nadu,282,118,32,38,94
2021-12-28,2021,12,52,Dharmapuri,Tamil Nadu,200,81,34,30,55
2021-12-29,2021,12,52,Dharmapuri,Tamil Nadu,226,78,26,29,93
2021-12-30,2021,12,52,Dharmapuri,Tamil Nadu,296,108,58,43,87
2021-12-31,2021,12,52,Dharmapuri,Tamil Nadu,184,77,30,32,45
2022-01-01,2022,1,52,Dharmapuri,Tamil Nadu,56,19,7,9,21
2022-01-03,2022,1,1,Dharmapuri,Tamil Nadu,230,78,30,25,97
2022-01-04,2022,1,1,Dharmapuri,Tamil Nadu,184,63,36,25,60
2022-01-05,2022,1,1,Dharmapuri,Tamil Nadu,207,90,36,21,60
2022-01-06,2022,1,1,Dharmapuri,Tamil Nadu,263,86,46,46,85
2022-01-07,2022,1,1,Dharmapuri,Tamil Nadu,136,43,19,14,60
2022-01-08,2022,1,1,Dharmapuri,Tamil Nadu,132,42,21,21,48
2022-01-10,2022,1,2,Dharmapuri,Tamil Nadu,223,85,35,32,71
2022-01-11,2022,1,2,Dharmapuri,Tamil Nadu,246,100,45,38,63
2022-01-12,2022,1,2,Dharmapuri,Tamil Nadu,231,70,29,41,91
2022-01-13,2022,1,2,Dharmapuri,Tamil Nadu,215,66,32,28,89
2022-01-14,2022,1,2,Dharmapuri,Tamil Nadu,235,92,45,30,68
2022-01-15,2022,1,2,Dharmapuri,Tamil Nadu,116,50,21,11,34
2022-01-17,2022,1,3,Dharmapuri,Tamil Nadu,121,44,16,17,44
2022-01-18,2022,1,3,Dharmapuri,Tamil Nadu,151,63,26,16,46
2022-01-19,2022,1,3,Dharmapuri,Tamil Nadu,192,61,19,32,80
2022-01-20,2022,1,3,Dharmapuri,Tamil Nadu,112,39,17,15,41
2022-01-21,2022,1,3,Dharmapuri,Tamil Nadu,216,81,38,27,70
2022-01-22,2022,1,3,Dharmapuri,Tamil Nadu,87,32,15,14,26
2022-01-24,2022,1,4,Dharmapuri,Tamil Nadu,175,72,29,18,56
2022-01-25,2022,1,4,Dharmapuri,Tamil Nadu,245,104,41,39,61
2022-01-26,2022,1,4,Dharmapuri,Tamil Nadu,210,70,21,23,96
2022-01-27,2022,1,4,Dharmapuri,Tamil Nadu,170,57,25,25,63
2022-01-28,2022,1,4,Dharmapuri,Tamil Nadu,207,85,39,24,59
2022-01-29,2022,1,4,Dharmapuri,Tamil Nadu,148,59,26,17,46
2022-01-31,2022,1,5,Dharmapuri,Tamil Nadu,209,66,32,31,80
2022-02-01,2022,2,5,Dharmapuri,Tamil Nadu,157,66,30,18,43
2022-02-02,2022,2,5,Dharmapuri,Tamil Nadu,134,58,19,17,40
2022-02-03,2022,2,5,Dharmapuri,Tamil Nadu,154,58,22,26,48
2022-02-04,2022,2,5,Dharmapuri,Tamil Nadu,262,110,39,40,73
2022-02-05,2022,2,5,Dharmapuri,Tamil Nadu,60,18,6,7,29
2022-02-07,2022,2,6,Dharmapuri,Tamil Nadu,191,71,29,29,62
2022-02-08,2022,2,6,Dharmapuri,Tamil Nadu,133,50,18,20,45
2022-02-09,2022,2,6,Dharmapuri,Tamil Nadu,226,99,29,22,76
2022-02-10,2022,2,6,Dharmapuri,Tamil Nadu,184,77,21,27,59
2022-02-11,2022,2,6,Dharmapuri,Tamil Nadu,170,61,26,24,59
2022-02-12,2022,2,6,Dharmapuri,Tamil Nadu,85,26,10,13,36
2022-02-14,2022,2,7,Dharmapuri,Tamil Nadu,165,67,27,25,46
2022-02-15,2022,2,7,Dharmapuri,Tamil Nadu,94,34,13,13,34
2022-02-16,2022,2,7,Dharmapuri,Tamil Nadu,214,78,37,34,65
2022-02-17,2022,2,7,Dharmapuri,Tamil Nadu,230,95,30,29,76
2022-02-18,2022,2,7,Dharmapuri,Tamil Nadu,180,58,31,26,65
2022-02-19,2022,2,7,Dharmapuri,Tamil Nadu,106,33,19,18,36
2022-02-21,2022,2,8,Dharmapuri,Tamil Nadu,182,59,36,22,65
2022-02-22,2022,2,8,Dharmapuri,Tamil Nadu,227,87,25,27,88
2022-02-23,2022,2,8,Dharmapuri,Tamil Nadu,257,112,27,26,92
2022-02-24,2022,2,8,Dharmapuri,Tamil Nadu,183,75,19,19,70
2022-02-25,2022,2,8,Dharmapuri,Tamil Nadu,108,34,16,19,39
2022-02-26,2022,2,8,Dharmapuri,Tamil Nadu,138,62,25,16,35
2022-02-28,2022,2,9,Dharmapuri,Tamil Nadu,183,72,28,25,58
2022-03-01,2022,3,9,Dharmapuri,Tamil Nadu,143,61,15,22,45
2022-03-02,2022,3,9,Dharmapuri,Tamil Nadu,128,55,14,13,46
2022-03-03,2022,3,9,Dharmapuri,Tamil Nadu,97,35,11,12,39
2022-03-04,2022,3,9,Dharmapuri,Tamil Nadu,161,50,22,25,64
2022-03-05,2022,3,9,Dharmapuri,Tamil Nadu,119,41,19,18,41
2022-03-07,2022,3,10,Dharmapuri,Tamil Nadu,192,78,20,29,65
2022-03-08,2022,3,10,Dharmapuri,Tamil Nadu,97,38,15,15,29
2022-03-09,2022,3,10,Dharmapuri,Tamil Nadu,173,75,34,21,43
2022-03-10,2022,3,10,Dharmapuri,Tamil Nadu,159,69,29,18,43
2022-03-11,2022,3,10,Dharmapuri,Tamil Nadu,210,87,40,30,53
2022-03-12,2022,3,10,Dharmapuri,Tamil Nadu,75,26,9,12,28
2022-03-14,2022,3,11,Dharmapuri,Tamil Nadu,99,33,12,15,39
2022-03-15,2022,3,11,Dharmapuri,Tamil Nadu,203,80,25,28,70
2022-03-16,2022,3,11,Dharmapuri,Tamil Nadu,194,78,21,29,66
2022-03-17,2022,3,11,Dharmapuri,Tamil Nadu,216,81,24,26,85
2022-03-18,2022,3,11,Dharmapuri,Tamil Nadu,155,57,20,21,57
2022-03-19,2022,3,11,Dharmapuri,Tamil Nadu,113,47,11,16,39
2022-03-21,2022,3,12,Dharmapuri,Tamil Nadu,132,49,17,14,52
2022-03-22,2022,3,12,Dharmapuri,Tamil Nadu,162,51,31,26,54
2022-03-23,2022,3,12,Dharmapuri,Tamil Nadu,167,61,27,23,56
2022-03-24,2022,3,12,Dharmapuri,Tamil Nadu,89,39,10,12,28
2022-03-25,2022,3,12,Dharmapuri,Tamil Nadu,95,34,17,14,30
2022-03-26,2022,3,12,Dharmapuri,Tamil Nadu,86,35,13,9,29
2022-03-28,2022,3,13,Dharmapuri,Tamil Nadu,145,59,25,15,46
2022-03-29,2022,3,13,Dharmapuri,Tamil Nadu,92,33,12,15,32
2022-03-30,2022,3,13,Dharmapuri,Tamil Nadu,197,72,30,35,60
2022-03-31,2022,3,13,Dharmapuri,Tamil Nadu,168,62,32,19,55
2022-04-01,2022,4,13,Dharmapuri,Tamil Nadu,161,62,23,21,55
2022-04-02,2022,4,13,Dharmapuri,Tamil Nadu,125,51,24,17,33
2022-04-04,2022,4,14,Dharmapuri,Tamil Nadu,114,49,17,17,31
2022-04-05,2022,4,14,Dharmapuri,Tamil Nadu,218,89,38,37,54
2022-04-06,2022,4,14,Dharmapuri,Tamil Nadu,241,91,35,41,74
2022-04-07,2022,4,14,Dharmapuri,Tamil Nadu,234,84,25,39,86
2022-04-08,2022,4,14,Dharmapuri,Tamil Nadu,153,46,24,25,58
2022-04-09,2022,4,14,Dharmapuri,Tamil Nadu,107,45,19,14,29
2022-04-11,2022,4,15,Dharmapuri,Tamil Nadu,216,80,38,23,75
2022-04-12,2022,4,15,Dharmapuri,Tamil Nadu,190,70,31,29,60
2022-04-13,2022,4,15,Dharmapuri,Tamil Nadu,213,94,40,34,45
2022-04-14,2022,4,15,Dharmapuri,Tamil Nadu,176,58,21,25,72
2022-04-15,2022,4,15,Dharmapuri,Tamil Nadu,293,113,56,33,91
2022-04-16,2022,4,15,Dharmapuri,Tamil Nadu,126,52,15,13,46
2022-04-18,2022,4,16,Dharmapuri,Tamil Nadu,221,79,42,23,77
2022-04-19,2022,4,16,Dharmapuri,Tamil Nadu,320,99,47,39,135
2022-04-20,2022,4,16,Dharmapuri,Tamil Nadu,294,123,56,39,76
2022-04-21,2022,4,16,Dharmapuri,Tamil Nadu,145,63,25,20,37
2022-04-22,2022,4,16,Dharmapuri,Tamil Nadu,202,73,40,31,58
2022-04-23,2022,4,16,Dharmapuri,Tamil Nadu,160,65,25,20,50
2022-04-25,2022,4,17,Dharmapuri,Tamil Nadu,296,104,43,35,114
2022-04-26,2022,4,17,Dharmapuri,Tamil Nadu,277,96,42,43,96
2022-04-27,2022,4,17,Dharmapuri,Tamil Nadu,255,99,39,31,86
2022-04-28,2022,4,17,Dharmapuri,Tamil Nadu,148,50,23,16,59
2022-04-29,2022,4,17,Dharmapuri,Tamil Nadu,273,88,31,30,124
2022-04-30,2022,4,17,Dharmapuri,Tamil Nadu,117,40,21,17,39
2022-05-02,2022,5,18,Dharmapuri,Tamil Nadu,257,94,31,38,94
2022-05-03,2022,5,18,Dharmapuri,Tamil Nadu,105,41,14,16,34
2022-05-04,2022,5,18,Dharmapuri,Tamil Nadu,191,75,28,29,59
2022-05-05,2022,5,18,Dharmapuri,Tamil Nadu,301,128,59,51,63
2022-05-06,2022,5,18,Dharmapuri,Tamil Nadu,301,120,35,45,101
2022-05-07,2022,5,18,Dharmapuri,Tamil Nadu,108,44,12,18,34
2022-05-09,2022,5,19,Dharmapuri,Tamil Nadu,178,73,18,28,59
2022-05-10,2022,5,19,Dharmapuri,Tamil Nadu,246,102,42,26,76
2022-05-11,2022,5,19,Dharmapuri,Tamil Nadu,146,55,24,16,51
2022-05-12,2022,5,19,Dharmapuri,Tamil Nadu,316,136,60,47,73
2022-05-13,2022,5,19,Dharmapuri,Tamil Nadu,143,61,25,14,43
2022-05-14,2022,5,19,Dharmapuri,Tamil Nadu,91,40,11,16,24
2022-05-16,2022,5,20,Dharmapuri,Tamil Nadu,281,85,33,38,125
2022-05-17,2022,5,20,Dharmapuri,Tamil Nadu,165,58,31,26,50
2022-05-18,2022,5,20,Dharmapuri,Tamil Nadu,223,98,34,36,55
2022-05-19,2022,5,20,Dharmapuri,Tamil Nadu,313,136,56,52,69
2022-05-20,2022,5,20,Dharmapuri,Tamil Nadu,297,115,36,49,97
2022-05-21,2022,5,20,Dharmapuri,Tamil Nadu,92,32,17,13,30
2022-05-23,2022,5,21,Dharmapuri,Tamil Nadu,226,96,35,29,66
2022-05-24,2022,5,21,Dharmapuri,Tamil Nadu,195,65,25,28,77
2022-05-25,2022,5,21,Dharmapuri,Tamil Nadu,274,105,35,39,95
2022-05-26,2022,5,21,Dharmapuri,Tamil Nadu,144,59,17,18,50
2022-05-27,2022,5,21,Dharmapuri,Tamil Nadu,149,51,28,23,47
2022-05-28,2022,5,21,Dharmapuri,Tamil Nadu,173,61,29,25,58
2022-05-30,2022,5,22,Dharmapuri,Tamil Nadu,242,104,40,37,61
2022-05-31,2022,5,22,Dharmapuri,Tamil Nadu,237,82,30,41,84
2022-06-01,2022,6,22,Dharmapuri,Tamil Nadu,133,44,25,20,44
2022-06-02,2022,6,22,Dharmapuri,Tamil Nadu,149,60,18,21,50
2022-06-03,2022,6,22,Dharmapuri,Tamil Nadu,184,67,21,22,74
2022-06-04,2022,6,22,Dharmapuri,Tamil Nadu,149,58,23,18,50
2022-06-06,2022,6,23,Dharmapuri,Tamil Nadu,207,72,28,35,72
2022-06-07,2022,6,23,Dharmapuri,Tamil Nadu,170,73,23,29,45
2022-06-08,2022,6,23,Dharmapuri,Tamil Nadu,185,74,21,27,63
2022-06-09,2022,6,23,Dharmapuri,Tamil Nadu,209,85,36,29,59
2022-06-10,2022,6,23,Dharmapuri,Tamil Nadu,168,66,31,28,43
2022-06-11,2022,6,23,Dharmapuri,Tamil Nadu,119,48,21,18,32
2022-06-13,2022,6,24,Dharmapuri,Tamil Nadu,254,84,46,41,83
2022-06-14,2022,6,24,Dharmapuri,Tamil Nadu,191,78,35,23,55
2022-06-15,2022,6,24,Dharmapuri,Tamil Nadu,130,54,22,21,33
2022-06-16,2022,6,24,Dharmapuri,Tamil Nadu,149,47,18,23,61
2022-06-17,2022,6,24,Dharmapuri,Tamil Nadu,183,73,24,23,63
2022-06-18,2022,6,24,Dharmapuri,Tamil Nadu,159,49,25,17,68
2022-06-20,2022,6,25,Dharmapuri,Tamil Nadu,268,117,48,32,71
2022-06-21,2022,6,25,Dharmapuri,Tamil Nadu,201,89,36,20,56
2022-06-22,2022,6,25,Dharmapuri,Tamil Nadu,265,105,40,46,74
2022-06-23,2022,6,25,Dharmapuri,Tamil Nadu,164,51,21,27,65
2022-06-24,2022,6,25,Dharmapuri,Tamil Nadu,177,63,22,24,68
2022-06-25,2022,6,25,Dharmapuri,Tamil Nadu,79,23,13,12,31
2022-06-27,2022,6,26,Dharmapuri,Tamil Nadu,167,68,31,25,43
2022-06-28,2022,6,26,Dharmapuri,Tamil Nadu,264,94,52,29,89
2022-06-29,2022,6,26,Dharmapuri,Tamil Nadu,261,113,49,35,64
2022-06-30,2022,6,26,Dharmapuri,Tamil Nadu,277,89,50,27,111
2022-07-01,2022,7,26,Dharmapuri,Tamil Nadu,164,67,17,24,56
2022-07-02,2022,7,26,Dharmapuri,Tamil Nadu,128,43,24,22,39
2022-07-04,2022,7,27,Dharmapuri,Tamil Nadu,114,34,14,13,53
2022-07-05,2022,7,27,Dharmapuri,Tamil Nadu,220,66,23,31,100
2022-07-06,2022,7,27,Dharmapuri,Tamil Nadu,247,90,49,41,67
2022-07-07,2022,7,27,Dharmapuri,Tamil Nadu,214,91,22,30,71
2022-07-08,2022,7,27,Dharmapuri,Tamil Nadu,248,98,25,30,95
2022-07-09,2022,7,27,Dharmapuri,Tamil Nadu,126,37,21,17,51
2022-07-11,2022,7,28,Dharmapuri,Tamil Nadu,118,44,12,11,51
2022-07-12,2022,7,28,Dharmapuri,Tamil Nadu,247,107,29,41,70
2022-07-13,2022,7,28,Dharmapuri,Tamil Nadu,202,60,38,28,76
2022-07-14,2022,7,28,Dharmapuri,Tamil Nadu,103,44,16,15,28
2022-07-15,2022,7,28,Dharmapuri,Tamil Nadu,206,92,38,27,49
2022-07-16,2022,7,28,Dharmapuri,Tamil Nadu,162,60,24,17,61
2022-07-18,2022,7,29,Dharmapuri,Tamil Nadu,221,97,26,38,60
2022-07-19,2022,7,29,Dharmapuri,Tamil Nadu,149,47,20,23,59
2022-07-20,2022,7,29,Dharmapuri,Tamil Nadu,200,68,39,28,65
2022-07-21,2022,7,29,Dharmapuri,Tamil Nadu,162,60,28,27,47
2022-07-22,2022,7,29,Dharmapuri,Tamil Nadu,262,106,44,38,74
2022-07-23,2022,7,29,Dharmapuri,Tamil Nadu,93,28,9,14,42
2022-07-25,2022,7,30,Dharmapuri,Tamil Nadu,183,70,34,31,48
2022-07-26,2022,7,30,Dharmapuri,Tamil Nadu,313,115,31,33,134
2022-07-27,2022,7,30,Dharmapuri,Tamil Nadu,220,87,38,23,72
2022-07-28,2022,7,30,Dharmapuri,Tamil Nadu,161,55,21,19,66
2022-07-29,2022,7,30,Dharmapuri,Tamil Nadu,242,90,44,35,73
2022-07-30,2022,7,30,Dharmapuri,Tamil Nadu,140,42,20,21,57
2022-08-01,2022,8,31,Dharmapuri,Tamil Nadu,98,38,16,14,30
2022-08-02,2022,8,31,Dharmapuri,Tamil Nadu,140,56,18,17,49
2022-08-03,2022,8,31,Dharmapuri,Tamil Nadu,108,48,12,13,35
2022-08-04,2022,8,31,Dharmapuri,Tamil Nadu,100,38,18,11,33
2022-08-05,2022,8,31,Dharmapuri,Tamil Nadu,97,34,16,14,33
2022-08-06,2022,8,31,Dharmapuri,Tamil Nadu,92,34,9,13,36
2022-08-08,2022,8,32,Dharmapuri,Tamil Nadu,172,68,30,23,51
2022-08-09,2022,8,32,Dharmapuri,Tamil Nadu,202,82,27,28,65
2022-08-10,2022,8,32,Dharmapuri,Tamil Nadu,101,42,14,11,34
2022-08-11,2022,8,32,Dharmapuri,Tamil Nadu,114,41,13,14,46
2022-08-12,2022,8,32,Dharmapuri,Tamil Nadu,132,41,24,18,49
2022-08-13,2022,8,32,Dharmapuri,Tamil Nadu,84,32,13,14,25
2022-08-15,2022,8,33,Dharmapuri,Tamil Nadu,92,38,9,14,31
2022-08-16,2022,8,33,Dharmapuri,Tamil Nadu,108,36,10,18,44
2022-08-17,2022,8,33,Dharmapuri,Tamil Nadu,131,43,17,23,48
2022-08-18,2022,8,33,Dharmapuri,Tamil Nadu,172,74,28,30,40
2022-08-19,2022,8,33,Dharmapuri,Tamil Nadu,174,68,23,29,54
2022-08-20,2022,8,33,Dharmapuri,Tamil Nadu,74,25,13,9,27
2022-08-22,2022,8,34,Dharmapuri,Tamil Nadu,93,33,15,14,31
2022-08-23,2022,8,34,Dharmapuri,Tamil Nadu,106,47,20,11,28
2022-08-24,2022,8,34,Dharmapuri,Tamil Nadu,165,60,19,27,59
2022-08-25,2022,8,34,Dharmapuri,Tamil Nadu,119,43,13,12,51
2022-08-26,2022,8,34,Dharmapuri,Tamil Nadu,189,60,37,32,60
2022-08-27,2022,8,34,Dharmapuri,Tamil Nadu,81,30,14,12,25
2022-08-29,2022,8,35,Dharmapuri,Tamil Nadu,221,92,35,27,67
2022-08-30,2022,8,35,Dharmapuri,Tamil Nadu,144,44,27,19,54
2022-08-31,2022,8,35,Dharmapuri,Tamil Nadu,171,63,26,20,62
2022-09-01,2022,9,35,Dharmapuri,Tamil Nadu,113,39,21,13,40
2022-09-02,2022,9,35,Dharmapuri,Tamil Nadu,188,83,24,26,55
2022-09-03,2022,9,35,Dharmapuri,Tamil Nadu,131,55,15,14,47
2022-09-05,2022,9,36,Dharmapuri,Tamil Nadu,153,45,30,22,56
2022-09-06,2022,9,36,Dharmapuri,Tamil Nadu,96,31,17,9,39
2022-09-07,2022,9,36,Dharmapuri,Tamil Nadu,127,54,17,18,38
2022-09-08,2022,9,36,Dharmapuri,Tamil Nadu,114,38,12,19,45
2022-09-09,2022,9,36,Dharmapuri,Tamil Nadu,150,52,26,25,47
2022-09-10,2022,9,36,Dharmapuri,Tamil Nadu,72,24,12,8,28
2022-09-12,2022,9,37,Dharmapuri,Tamil Nadu,127,40,16,14,57
2022-09-13,2022,9,37,Dharmapuri,Tamil Nadu,193,74,30,27,62
2022-09-14,2022,9,37,Dharmapuri,Tamil Nadu,171,57,27,18,69
2022-09-15,2022,9,37,Dharmapuri,Tamil Nadu,197,81,36,34,46
2022-09-16,2022,9,37,Dharmapuri,Tamil Nadu,70,21,9,10,30
2022-09-17,2022,9,37,Dharmapuri,Tamil Nadu,99,38,12,17,32
2022-09-19,2022,9,38,Dharmapuri,Tamil Nadu,108,46,13,12,37
2022-09-20,2022,9,38,Dharmapuri,Tamil Nadu,124,45,23,21,35
2022-09-21,2022,9,38,Dharmapuri,Tamil Nadu,119,37,23,16,43
2022-09-22,2022,9,38,Dharmapuri,Tamil Nadu,125,45,21,19,40
2022-09-23,2022,9,38,Dharmapuri,Tamil Nadu,135,46,24,16,49
2022-09-24,2022,9,38,Dharmapuri,Tamil Nadu,56,18,7,7,24
2022-09-26,2022,9,39,Dharmapuri,Tamil Nadu,174,52,21,26,75
2022-09-27,2022,9,39,Dharmapuri,Tamil Nadu,92,38,17,15,22
2022-09-28,2022,9,39,Dharmapuri,Tamil Nadu,138,58,26,15,39
2022-09-29,2022,9,39,Dharmapuri,Tamil Nadu,87,31,13,9,34
2022-09-30,2022,9,39,Dharmapuri,Tamil Nadu,182,66,23,29,64
2022-10-01,2022,10,39,Dharmapuri,Tamil Nadu,162,61,20,16,65
2022-10-03,2022,10,40,Dharmapuri,Tamil Nadu,126,43,23,14,46
2022-10-04,2022,10,40,Dharmapuri,Tamil Nadu,160,54,23,24,59
2022-10-05,2022,10,40,Dharmapuri,Tamil Nadu,326,135,52,50,89
2022-10-06,2022,10,40,Dharmapuri,Tamil Nadu,218,70,22,23,103
2022-10-07,2022,10,40,Dharmapuri,Tamil Nadu,223,74,28,32,89
2022-10-08,2022,10,40,Dharmapuri,Tamil Nadu,188,63,21,27,77
2022-10-10,2022,10,41,Dharmapuri,Tamil Nadu,195,86,21,33,55
2022-10-11,2022,10,41,Dharmapuri,Tamil Nadu,256,77,39,42,98
2022-10-12,2022,10,41,Dharmapuri,Tamil Nadu,314,134,55,42,83
2022-10-13,2022,10,41,Dharmapuri,Tamil Nadu,215,87,22,34,72
2022-10-14,2022,10,41,Dharmapuri,Tamil Nadu,303,124,38,32,109
2022-10-15,2022,10,41,Dharmapuri,Tamil Nadu,226,93,28,30,75
2022-10-17,2022,10,42,Dharmapuri,Tamil Nadu,169,62,24,19,64
2022-10-18,2022,10,42,Dharmapuri,Tamil Nadu,143,57,19,14,53
2022-10-19,2022,10,42,Dharmapuri,Tamil Nadu,189,66,24,29,70
2022-10-20,2022,10,42,Dharmapuri,Tamil Nadu,248,98,41,24,85
2022-10-21,2022,10,42,Dharmapuri,Tamil Nadu,414,173,52,71,118
2022-10-22,2022,10,42,Dharmapuri,Tamil Nadu,132,52,16,15,49
2022-10-24,2022,10,43,Dharmapuri,Tamil Nadu,225,75,40,26,84
2022-10-25,2022,10,43,Dharmapuri,Tamil Nadu,253,98,40,31,84
2022-10-26,2022,10,43,Dharmapuri,Tamil Nadu,328,118,44,33,133
2022-10-27,2022,10,43,Dharmapuri,Tamil Nadu,165,52,22,23,68
2022-10-28,2022,10,43,Dharmapuri,Tamil Nadu,242,101,48,31,62
2022-10-29,2022,10,43,Dharmapuri,Tamil Nadu,143,62,16,21,44
